publishedsince_days,brand,model,Price,year,KMs,Engine,Gear,Color,warranty_months,type of ad,rechargeable,battery_capacity_km,engine_power_kW,battery_volts_V,battery_intensity_A
60,BMW,     SERIE 3 G20,57570,2021,9317,Diesel,automatic,noir,12,Professional,,,,,
31,VOLVO,     XC60 (2E GENERATION),57550,2019,47201,Petrol,automatic,noir,12,Professional,,,,,
15,AUDI,     Q5 (2E GENERATION),57320,2020,35986,Diesel,automatic,blanc,24,Professional,,,,,
46,DS,      7 CROSSBACK,57220,2022,4683,Petrol-electric hybrid,automatic,bleuencre,24,Professional,yes,55.0,,300.0,44.0
60,BMW,     X3 G01,57110,2019,72736,Diesel,automatic,mineralweissmeâ©talliseâ©,24,Professional,,,,,
45,MERCEDES,     CLASSE C 4 CABRIOLET,56730,2020,47190,Diesel,automatic,grisnacre,6,Professional,,,180.0,,
30,PORSCHE,     911 TYPE 911,56680,1979,278802,Petrol,mechanic,gris,6,Professional,,,,,
60,AUDI,     A6 (5E GENERATION),56620,2021,21999,Diesel,automatic,noirmythic,24,Professional,,,,,
5,MERCEDES,     GLC COUPE,56480,2020,74950,Diesel,automatic,bleufonce,12,Professional,,,,,
60,MERCEDES,     GLE,56380,2019,90287,Diesel,automatic,gris,12,Professional,,,,,
12,MERCEDES,     GLA 2,56110,2022,19875,Petrol,automatic,noir,13,Professional,,,,,
17,VOLKSWAGEN,     TIGUAN 2,56100,2022,3454,Petrol,automatic,noirmetal,22,Professional,,,110.0,,
6,AUDI,     Q7 (2E GENERATION),56030,2017,45563,Diesel,automatic,grisfonce,6,Professional,,,,,
4,LAND ROVER,     RANGE ROVER EVOQUE 2,55630,2021,41894,Diesel,automatic,gris,12,Professional,no,,,46.0,
60,JAGUAR,     F-TYPE,55540,2017,57618,Petrol,automatic,blancverni,6,Professional,,,250.0,,
60,MASERATI,     QUATTROPORTE 6,55520,2015,91913,Petrol,automatic,argentmetal,6,Professional,,,390.0,,
30,JAGUAR,     F-TYPE,55520,2014,44191,Petrol,mechanic,blanc,6,Professional,,,,,
60,DS,      7 CROSSBACK,55480,2022,10778,Petrol-electric hybrid,automatic,gris,12,Professional,yes,58.0,,,
60,BMW,     SERIE 3 G20,55340,2022,11328,Diesel,automatic,mineralweiss,24,Professional,,,,,
17,FORD,     MUSTANG 6 CABRIOLET,55290,2017,51886,Petrol,automatic,blanc,6,Professional,,,,,
24,BMW,     X5 F15,55200,2018,73148,Diesel,automatic,noir,0,Professional,,,,,
8,ASTON MARTIN,     DB7 VANTAGE VOLANTE,55100,2001,70554,Petrol,automatic,grisf,3,Professional,,,,,
23,BMW,     X3 G01,54880,2019,66118,Diesel,automatic,saphirschwarz,24,Professional,,,,,
60,FORD,     MUSTANG 6 CABRIOLET,54170,1967,58000,Petrol,automatic,jaune,0,Professional,,,,,
51,PEUGEOT,     3008 (2E GENERATION),54100,2022,11283,Petrol-electric hybrid,automatic,grisartense,12,Professional,yes,55.0,,,
60,FORD,     MUSTANG 6 CABRIOLET,53930,2017,43585,Petrol,automatic,blanc,12,Professional,,,,,
57,AUDI,     Q5 (2E GENERATION),53920,2021,25446,Diesel,automatic,noir,24,Professional,,,,,
60,AUDI,     A3 (4E GENERATION) SPORTBACK,53880,2021,11400,Petrol-electric hybrid,automatic,gris,24,Professional,yes,,,,
60,BMW,     X1 F48,53840,2022,11121,Diesel,automatic,bmwindividualstormbay,0,Professional,,,,,
15,LEXUS,     NX,53790,2022,7150,Petrol-electric hybrid,automatic,grismercure,36,Professional,no,,,245.0,6.5
60,MERCEDES,     CLASSE B 3,53550,2022,21960,Petrol-electric hybrid,automatic,noircosmosmã©tallisã©,24,Professional,yes,70.0,,,
21,ALFA,     ROMEO GIULIA 2 QUADRIFOGLIO,53480,2018,126865,Petrol,automatic,blancnacre,12,Professional,,,375.0,,
60,AUDI,     A6 (5E GENERATION),53480,2019,46010,Diesel,automatic,gris,12,Professional,,,,,
25,LAND ROVER,     RANGE ROVER EVOQUE 2,53160,2020,28467,Hybrid diesel-electric,automatic,santoriniblack,24,Professional,no,,,46.0,
60,AUDI,     Q5 (2E GENERATION),52980,2022,21486,Diesel,automatic,bleu,24,Professional,,,,,
2,MERCEDES,     CLASSE E 5,52870,2020,28509,Diesel,automatic,grisselenite,12,Professional,,,,,
2,MERCEDES,     GLA 2,52640,2021,30778,Diesel,automatic,2191noircosmosmã©tallisã©,24,Professional,,,,,
60,MAZDA,     CX-5 (2E GENERATION),52530,2022,1170,Diesel,automatic,blancmã©tal,0,Professional,,,,,
60,FORD,     THUNDERBIRD 2 CABRIOLET,52530,1956,70200,Petrol,automatic,rougeverni,3,Professional,,,,,
59,MASERATI,     LEVANTE,52440,2017,72898,Diesel,automatic,gris,6,Professional,,,,,
44,AUDI,     RS4 (4E GENERATION) AVANT,52440,2014,106140,Petrol,automatic,gris,3,Professional,,,,,
60,BMW,     X3 G01,52340,2019,90008,Diesel,automatic,grisc,24,Professional,,,,,
12,MERCEDES,     CLASSE E 5 COUPE,52320,2019,63189,Diesel,automatic,blancmetal,12,Professional,,,143.0,,
41,AUDI,     A5 SPORTBACK (2E GENERATION),52150,2022,22183,Diesel,automatic,gris,24,Professional,,,,,
8,AUDI,     Q7 (2E GENERATION),52140,2019,106560,Diesel,automatic,argent,0,Professional,,,,,
60,OPEL,     GRANDLAND X,51900,2021,151,Petrol-electric hybrid,automatic,bleu,0,Professional,yes,69.0,221.0,343.0,38.5
60,VOLVO,     XC60 (2E GENERATION),51800,2019,46327,Diesel,automatic,brunerable(marron),0,Professional,,,,,
60,VOLKSWAGEN,     TIGUAN 2 ALLSPACE,51730,2022,11600,Diesel,automatic,gris,24,Professional,,,,,
26,DS,      7 CROSSBACK,51680,2021,32602,Petrol-electric hybrid,automatic,gris,12,Professional,yes,,,,
60,TOYOTA,     RAV 4 (5E GENERATION),51460,2022,10726,Petrol-electric hybrid,automatic,blancnacrã©/toitnoirattitude,36,Professional,no,,160.0,245.0,6.5
60,PEUGEOT,     3008 (2E GENERATION),51400,2022,8281,Petrol-electric hybrid,automatic,blancnacre,12,Professional,yes,55.0,,300.0,44.0
60,PORSCHE,     911 TYPE 997 CABRIOLET,51340,2006,124976,Petrol,automatic,gris,6,Professional,,,,,
44,AUDI,     RS4 (4E GENERATION) AVANT,51280,2014,78546,Petrol,automatic,grisclair,3,Professional,,,,,
12,MERCEDES,     CLA SHOOTING BRAKE AMG,51250,2019,38520,Petrol,automatic,noirmetal,6,Professional,,,280.0,,
25,AUDI,     Q7 (2E GENERATION),50860,2018,90428,Diesel,automatic,grisclair,12,Professional,,,,,
17,AUDI,     Q5 (2E GENERATION),50830,2021,8475,Diesel,automatic,gris,12,Professional,,,,,
16,AUDI,     Q5 (2E GENERATION),50820,2019,61407,Diesel,automatic,noir,12,Professional,,,,,
60,BMW,     SERIE 4 F33 CABRIOLET,50790,2020,39441,Diesel,automatic,glaciersilbermã©tallisã©e,24,Professional,,,,,
28,PORSCHE,     BOXSTER 3 TYPE 981,50730,2013,78883,Petrol,mechanic,brunmetal,6,Professional,,,195.0,,
5,BMW,     SERIE 4 F36 GRAN COUPE,50690,2019,59778,Diesel,automatic,saphirschwarz,24,Professional,,,,,
41,CHEVROLET,     CAMARO 5,50690,2015,34001,Petrol,mechanic,noirverni,12,Professional,,,318.0,,
24,MERCEDES,     CLASSE A 4 BERLINE,50680,2021,26812,Petrol-electric hybrid,automatic,2787grismontagnemã©tallisã©,24,Professional,yes,73.0,,,
24,AUDI,     A5 (2E GENERATION),50670,2020,24200,Diesel,automatic,grisc,12,Professional,,,,,
12,MERCEDES,     GLC,50580,2020,58348,Diesel,automatic,bleumetal,12,Professional,,,125.0,,
60,LAND ROVER,     RANGE ROVER SPORT 2,50470,2016,104390,Diesel,automatic,noirmetal,6,Professional,,,225.0,,
18,AUDI,     RS3 SPORTBACK,50380,2016,58200,Petrol,automatic,rougeverni,6,Professional,,,250.0,,
30,MERCEDES,     CLASSE C 4 COUPE,50340,2020,36922,Diesel,automatic,blancpolaire,24,Professional,,,,,
31,VOLKSWAGEN,     TIGUAN 2,50040,2021,11,Diesel,automatic,noirintense,0,Professional,,,,,
9,CITROEN,     C3,5980,2013,230116,Diesel,mechanic,rouge,3,Professional,,,,,
33,OPEL,     MERIVA,5930,2007,195517,Diesel,mechanic,bleumetal,3,Professional,,,74.0,,
8,FORD,     FIESTA 5,5780,2010,76678,Petrol,mechanic,violet,3,Professional,,,,,
26,PEUGEOT,     207,5380,2008,127656,Petrol,mechanic,grisf,3,Professional,,,,,
8,RENAULT,     GRAND SCENIC 3,5270,2010,224082,Diesel,mechanic,beigemetal,3,Professional,,,81.0,,
44,AUDI,     TT 3 S,49970,2017,71500,Petrol,automatic,noirmetal,12,Professional,,,228.0,,
33,MERCEDES,     GLC,49960,2020,66698,Diesel,automatic,blancverni,12,Professional,,,125.0,,
60,MERCEDES,     CLASSE C 4,49950,2020,32330,Hybrid diesel-electric,automatic,noirobsidienne,24,Professional,yes,51.0,,,
60,BMW,     Z4 G29,49850,2020,30061,Petrol,automatic,saphirschwartz,24,Professional,,,,,
39,MERCEDES,     CLASSE C 4,49660,2020,34020,Hybrid diesel-electric,automatic,gris,0,Professional,yes,51.0,,,
25,AUDI,     Q5 (2E GENERATION),49590,2019,48991,Diesel,automatic,gris,12,Professional,,,,,
24,VOLKSWAGEN,     TIGUAN 2 ALLSPACE,49580,2021,21780,Diesel,automatic,blanc,0,Professional,,,,,
60,BMW,     SERIE 5 G30,49580,2020,38440,Diesel,automatic,grisf,12,Professional,,,,,
26,BMW,     SERIE 3 E92 COUPE M3,49570,2011,47520,Petrol,automatic,blancverni,6,Professional,,,309.0,,
60,PEUGEOT,     3008 (2E GENERATION),49310,2021,15939,Petrol-electric hybrid,automatic,bleumagnetic,12,Professional,yes,65.0,,,
58,PORSCHE,     BOXSTER 2 TYPE 987,49180,2011,90203,Petrol,automatic,noir,3,Professional,,,,,
9,JEEP,     WRANGLER 3,49150,2016,96432,Diesel,automatic,bleu,12,Professional,,,,,
33,AUDI,     Q5 (2E GENERATION),49120,2020,67724,Diesel,automatic,blanc,24,Professional,,,,,
2,PEUGEOT,     3008 (2E GENERATION),48960,2022,12,Petrol-electric hybrid,automatic,grisplatinium,0,Professional,yes,55.0,,300.0,44.0
60,OPEL,     MOKKA 2,48950,2022,6971,Electric,automatic,gris,28,Professional,yes,322.0,,400.0,125.0
60,LAND ROVER,     RANGE ROVER SPORT 2,48890,2016,124146,Diesel,automatic,noirmetal,6,Professional,,,225.0,,
60,AUDI,     A5 SPORTBACK (2E GENERATION),48770,2021,24184,Diesel,automatic,gris,12,Professional,,,,,
60,MINI,      CABRIOLET,48720,2022,7290,Petrol,automatic,gris,12,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),48620,2022,2912,Petrol-electric hybrid,automatic,noirperlanera,12,Professional,yes,55.0,,300.0,44.0
48,AUDI,     RS6 (2E GENERATION) AVANT,48610,2009,181250,Petrol,automatic,noirmetal,6,Professional,,,426.0,,
30,DS,      7 CROSSBACK,48380,2020,24460,Petrol,automatic,marron,12,Professional,,,,,
60,JAGUAR,     F-PACE,48280,2019,79925,Diesel,automatic,blanc,12,Professional,,,,,
23,BMW,     SERIE 3 G20,48280,2021,17147,Diesel,automatic,bleu,12,Professional,,,,,
4,ALFA,     ROMEO STELVIO,48150,2020,53537,Petrol,automatic,noir,0,Professional,,,,,
17,MERCEDES,     CLASSE C 4,47980,2022,31178,Diesel,automatic,2149blancpolaire,24,Professional,,,,,
41,PORSCHE,     BOXSTER 3 TYPE 981,47980,2013,115330,Petrol,automatic,blanc,0,Professional,,,,,
60,AUDI,     A4 (5E GENERATION) AVANT,47950,2021,16783,Diesel,automatic,blanc,24,Professional,,,,,
26,BMW,     X2 F39,47870,2019,97361,Diesel,automatic,mineralgraumetallise,24,Professional,,,,,
60,AUDI,     A4 (5E GENERATION) AVANT,47850,2022,25155,Diesel,automatic,argent,24,Professional,,,,,
60,BMW,     SERIE 2 F44 GRAN COUPE,47850,2021,8612,Diesel,automatic,noir,0,Professional,,,,,
52,JAGUAR,     E-PACE,47790,2020,54233,Diesel,automatic,noir,6,Professional,,,,,
60,OPEL,     GRANDLAND X,47720,2021,7688,Petrol-electric hybrid,automatic,gris,10,Professional,yes,,165.0,300.0,
5,BMW,     SERIE 1 F20 5 PORTES,47710,2019,53280,Petrol,automatic,noir,24,Professional,,,,,
3,PEUGEOT,     3008 (2E GENERATION),47480,2022,38,Diesel,automatic,noirperlanera,24,Professional,,,,,
60,ALFA,     ROMEO STELVIO,47480,2020,26169,Diesel,automatic,grisstromboli,12,Professional,,,,,
49,AUDI,     TT 3 S ROADSTER,47450,2017,65880,Petrol,automatic,noirnacre,6,Professional,,,228.0,,
60,MAZDA,     CX-5 (2E GENERATION),47350,2022,9920,Diesel,mechanic,soulredcrystalmã©tallisã©,0,Professional,,,,,
60,BMW,     SERIE 5 G30,47330,2018,24276,Petrol-electric hybrid,automatic,carbonschwarzmetal,24,Professional,yes,50.0,,,
23,DS,      7 CROSSBACK,47140,2020,24150,Petrol-electric hybrid,automatic,orbyzantin(n),12,Professional,yes,60.0,,,
30,VOLVO,     XC40,47030,2021,12512,Petrol,automatic,bleumetal,12,Professional,,,120.0,,
22,LAND ROVER,     RANGE ROVER EVOQUE 2,47020,2020,72692,Hybrid diesel-electric,automatic,noir,6,Professional,no,,,46.0,
26,BMW,     X2 F39,46990,2021,29702,Diesel,automatic,saphirschwarz,24,Professional,,,,,
31,VOLKSWAGEN,     TIGUAN 2 ALLSPACE,46980,2019,63178,Diesel,automatic,blanc,12,Professional,,,,,
60,CHEVROLET,     CORVETTE C6,46920,2008,70560,Petrol,mechanic,noirverni,12,Professional,,,,,
2,PORSCHE,     PANAMERA,46740,2011,149990,Petrol,automatic,noir,6,Professional,,,,,
32,BMW,     X1 F48,46650,2021,23820,Petrol-electric hybrid,automatic,noir,12,Professional,yes,51.0,,,
60,PEUGEOT,     508 (2E GENERATION) SW,46610,2021,28905,Petrol-electric hybrid,automatic,blanc,24,Professional,yes,,,,
21,VOLKSWAGEN,     TRANSPORTER 6,46600,2016,86774,Diesel,automatic,gris,0,Professional,,,,,
60,AUDI,     Q3 (2E GENERATION),46420,2020,60207,Diesel,automatic,argent,24,Professional,,,,,
5,MERCEDES,     CLASSE E 5 CABRIOLET,46420,2019,22896,Diesel,automatic,gris,12,Professional,,,,,
60,MERCEDES,     CLASSE C 4 CABRIOLET,46380,2019,23705,Petrol,mechanic,grisfoncã©,12,Professional,,,,,
22,FORD,     MUSTANG 6 COUPE,46330,2017,67470,Petrol,automatic,noir,6,Professional,,,,,
42,MG,      ZS,46230,2022,1063,Electric,automatic,blanc,0,Professional,yes,440.0,115.0,,
20,BMW,     X4 F26,46220,2018,89988,Diesel,automatic,noir,0,Professional,,,,,
60,BMW,     SERIE 6 F06 GRAN COUPE,46170,2017,110798,Diesel,automatic,noirsaphir,24,Professional,,,,,
6,PEUGEOT,     508 (2E GENERATION) SW,46100,2021,19009,Petrol,automatic,noirperlanera,12,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),46100,2021,12313,Diesel,automatic,noirperlanera,12,Professional,,,,,
31,AUDI,     Q5 (2E GENERATION),46080,2019,76258,Diesel,automatic,noir,12,Professional,,,,,
40,AUDI,     Q5 (2E GENERATION),46050,2018,106549,Diesel,automatic,noir,0,Professional,,,,,
16,BMW,     SERIE 5 G31 TOURING,45920,2018,22723,Diesel,automatic,glaciersilber,24,Professional,,,,,
16,PEUGEOT,     3008 (2E GENERATION),45900,2022,2950,Diesel,automatic,grisplatinium(m),12,Professional,,,,,
60,BMW,     X2 F39,45730,2019,87511,Diesel,automatic,saphirschwarz,24,Professional,,,,,
26,CITROEN,     C5 AIRCROSS,45730,2022,12,Petrol-electric hybrid,automatic,blanc,24,Professional,yes,55.0,,300.0,44.0
40,MERCEDES,     CLASSE C 4 COUPE,45610,2019,77383,Diesel,automatic,gris,12,Professional,,,,,
60,VOLKSWAGEN,     TIGUAN 2 ALLSPACE,45510,2019,57213,Diesel,automatic,gris,6,Professional,,,,,
26,AUDI,     Q2,45510,2022,4563,Petrol,automatic,noirmythicmetalise,24,Professional,,,,,
37,BMW,     SERIE 3 G20,45490,2021,9184,Petrol,automatic,noir,12,Professional,,,,,
3,BMW,     SERIE 3 G21 TOURING,45490,2020,21183,Diesel,automatic,noir,12,Professional,,,,,
12,AUDI,     Q5 (2E GENERATION),45480,2018,84043,Diesel,automatic,bleumarinemetal,12,Professional,,,140.0,,
32,PEUGEOT,     5008 (2E GENERATION),45250,2020,29241,Diesel,automatic,blanc,12,Professional,,,,,
60,AUDI,     Q5 (2E GENERATION),45200,2019,77338,Diesel,automatic,noir,12,Professional,,,,,
26,TOYOTA,     RAV 4 (5E GENERATION),45180,2020,22487,Petrol-electric hybrid,automatic,grisc,0,Professional,no,,163.0,650.0,6.5
13,BMW,     SERIE 1 F40,45120,2022,19398,Diesel,automatic,noir,12,Professional,,,,,
53,VOLKSWAGEN,     GOLF 8,45070,2022,13987,Diesel,automatic,noir,0,Professional,,,,,
33,ALFA,     ROMEO STELVIO,44980,2020,41810,Diesel,automatic,grisstromboli,12,Professional,,,,,
18,AUDI,     Q5 (2E GENERATION),44900,2019,57780,Diesel,automatic,noir,12,Professional,,,,,
13,BMW,     SERIE 5 E39 M5,44870,2000,120488,Petrol,mechanic,gris,6,Professional,,,,,
2,PEUGEOT,     3008 (2E GENERATION),44780,2022,11,Petrol-electric hybrid,automatic,blancnactoitn,0,Professional,yes,55.0,,300.0,44.0
60,BMW,     SERIE 4 F36 GRAN COUPE,44750,2017,75924,Petrol,automatic,noir,0,Professional,,,,,
18,BMW,     SERIE 3 G20,44720,2022,14750,Diesel,automatic,mineralgrau,24,Professional,,,,,
3,JAGUAR,     F-PACE,44680,2018,85120,Diesel,automatic,noirmetal,6,Professional,,,221.0,,
26,MERCEDES,     GLC COUPE,44660,2018,141972,Diesel,automatic,noir,3,Professional,,,,,
60,BMW,     X3 G01,44650,2019,101513,Diesel,automatic,saphirschwartz,24,Professional,,,,,
60,MERCEDES,     CLASSE A 4,44630,2022,14061,Petrol-electric hybrid,automatic,blancpolaire,24,Professional,yes,71.0,,,
60,AUDI,     Q3 (2E GENERATION),44570,2020,28885,Petrol,automatic,nanograumetallic,24,Professional,,,,,
20,VOLVO,     XC40,44510,2020,33928,Petrol,automatic,blancnacre,12,Professional,,,120.0,,
55,BMW,     SERIE 5 G31 TOURING,44500,2018,74276,Diesel,automatic,noir,0,Professional,,,,,
33,VOLKSWAGEN,     GOLF 7 GTI,44460,2021,15393,Petrol,automatic,noir,12,Professional,,,,,
31,VOLVO,     XC60 (2E GENERATION),44440,2019,168513,Petrol-electric hybrid,automatic,noir,12,Professional,yes,45.0,,,
31,VOLKSWAGEN,     TIGUAN 2,44430,2022,10998,Diesel,automatic,bleu,0,Professional,,,,,
6,LAND ROVER,     RANGE ROVER SPORT 2,44380,2018,173228,Diesel,automatic,grismetal,6,Professional,,,225.0,,
8,PEUGEOT,     5008 (2E GENERATION),44350,2020,37488,Diesel,automatic,emeraldcrystal,12,Professional,,,,,
11,MERCEDES,     VITO 3,44340,2021,77299,Diesel,automatic,lackfarbeselenitgraumetallicmb7992,12,Professional,,,,,
3,BMW,     SERIE 1 F40,44320,2021,21288,Diesel,automatic,saphirschwarzmetallise,24,Professional,,,,,
4,ALFA,     ROMEO GIULIA 2,44260,2022,7257,Diesel,automatic,blancalfa,0,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),44260,2021,29630,Petrol-electric hybrid,automatic,blanc/noir,0,Professional,yes,,,,
17,CUPRA,     FORMENTOR,44210,2022,16426,Petrol,automatic,"""magnetictech""",24,Professional,,,,,
9,PORSCHE,     MACAN,44080,2016,121695,Petrol,automatic,noir,3,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),44070,2022,5336,Petrol-electric hybrid,automatic,grisartense,12,Professional,yes,55.0,,300.0,44.0
17,MERCEDES,     CLASSE A 4,44030,2021,18385,Petrol,automatic,2191noircosmosmã©tallisã©,24,Professional,,,,,
60,SUBARU,     FORESTER 5,43970,2022,11,Petrol-electric hybrid,automatic,icesilver,0,Professional,no,,,118.0,4.8
12,VOLVO,     V90 (2E GENERATION),43970,2018,140193,Petrol-electric hybrid,automatic,blancnacre,12,Professional,yes,50.0,299.0,,
60,DS,      3 CROSSBACK,43680,2022,7130,Petrol,automatic,grisartense(m),24,Professional,,,,,
60,BMW,     X1 F48,43630,2020,70788,Diesel,automatic,noir,0,Professional,,,,,
17,VOLKSWAGEN,     TIGUAN 2,43610,2020,47016,Petrol,automatic,gris,12,Professional,,,,,
24,BMW,     SERIE 5 G30,43560,2018,72267,Diesel,automatic,blancmetal,12,Professional,,,195.0,,
60,MERCEDES,     CLASSE B 3,43560,2022,9450,Petrol,automatic,noircosmosmã©tallisã©,24,Professional,,,,,
2,AUDI,     Q7 (2E GENERATION),43440,2017,109882,Diesel,automatic,noirmetal,6,Professional,,,,,
53,BMW,     X3 G01,43320,2020,79394,Diesel,automatic,noir,12,Professional,,,,,
20,MERCEDES,     CLASSE C 4,43270,2020,48409,Diesel,automatic,blancmetal,24,Professional,,,143.0,,
60,BMW,     X5 F15,43270,2018,151280,Petrol-electric hybrid,automatic,bleumetal,6,Professional,yes,31.0,230.0,,
60,MINI,      3 JCW 3P,43090,2021,14958,Petrol,automatic,rebelgreen,24,Professional,,,,,
60,BMW,     SERIE 2 F22 COUPE M,43080,2016,57000,Petrol,automatic,rougemetal,6,Professional,,,240.0,,
12,AUDI,     A3 (3E GENERATION) SPORTBACK,43010,2021,9143,Petrol,automatic,bleu,12,Professional,,,,,
30,AUDI,     SQ5,42920,2017,127090,Diesel,automatic,gris,0,Professional,,,,,
60,HYUNDAI,     TUCSON 4,42920,2022,4859,Diesel,automatic,polarwhite,0,Professional,,,,,
18,OPEL,     GRANDLAND X,42920,2022,11074,Petrol-electric hybrid,automatic,grisclairmetal,12,Professional,yes,,165.0,300.0,
48,MERCEDES,     GLE,42900,2018,135488,Diesel,automatic,noirmetal,6,Professional,,,150.0,,
60,RENAULT,     ARKANA,42770,2022,1230,Petrol-electric hybrid,automatic,blancnacre,24,Professional,no,,107.0,230.0,
60,BMW,     SERIE 3 E92 COUPE M3,42750,2011,102777,Petrol,automatic,noir,6,Professional,,,,,
5,MERCEDES,     CLASSE C 5 SW,42690,2022,11235,Diesel,automatic,noir,24,Professional,,,,,
5,TOYOTA,     RAV 4,42670,2022,10679,Hybrid diesel-electric,automatic,gris,12,Professional,,,160.0,,
25,AUDI,     A4 (5E GENERATION) AVANT,42610,2018,30580,Diesel,automatic,noir,12,Professional,,,,,
4,MERCEDES,     GLC,42510,2019,111055,Diesel,automatic,gris,12,Professional,,,,,
60,PEUGEOT,     EXPERT 3 FOURGON,42430,2022,7,Electric,automatic,grisartense,12,Professional,yes,,,,
60,VOLKSWAGEN,     GOLF 8,42420,2022,28090,Diesel,automatic,noir,23,Professional,,,,,
60,AUDI,     A1 (2E GENERATION) CITYCARVER,42370,2022,11875,Petrol,automatic,noirmtyhicmetallise,24,Professional,,,,,
60,AUDI,     Q2,42370,2021,22069,Petrol,automatic,blancglaciermetall,24,Professional,,,,,
60,BMW,     SERIE 5 G30,42360,2020,67410,Diesel,automatic,noir,12,Professional,,,,,
60,BMW,     Z4 E89,42320,2011,84680,Petrol,automatic,bleu,6,Professional,,,,,
60,HONDA,     CR-V 5,42160,2021,1166,Petrol-electric hybrid,automatic,platine,21,Professional,no,,,,
3,JEEP,     COMPASS 2,42100,2022,12,Petrol,automatic,grisacier,0,Professional,,,,,
12,MERCEDES,     CLASSE E 5,42070,2019,49472,Diesel,automatic,noir,12,Professional,,,,,
42,VOLVO,     XC40,42060,2020,39576,Diesel,automatic,grismetal,12,Professional,,,110.0,,
60,PORSCHE,     CAYENNE 2,42020,2015,148676,Diesel,automatic,noir,0,Professional,,,,,
60,VOLKSWAGEN,     TIGUAN 2,42010,2022,15120,Diesel,automatic,blanc,26,Professional,,,,,
2,TOYOTA,     PROACE 2,42000,2022,4200,Electric,automatic,blancbanquise,36,Professional,yes,330.0,,,
60,VOLKSWAGEN,     T-ROC,41740,2022,14,Diesel,automatic,grisindium,24,Professional,,,,,
23,MERCEDES,     CLASSE E 5 COUPE,41710,2020,26191,Diesel,automatic,blanc,12,Professional,,,143.0,,
60,PEUGEOT,     3008 (2E GENERATION),41670,2022,10228,Diesel,automatic,grisplatinium,12,Professional,,,,,
49,VOLKSWAGEN,     TIGUAN 2,41520,2019,30972,Petrol,automatic,grisanthraciteverni,12,Professional,,,110.0,,
12,AUDI,     A3 (3E GENERATION) SPORTBACK,41460,2021,14225,Petrol-electric hybrid,automatic,blancmetal,18,Professional,yes,,150.0,,44.0
60,BMW,     SERIE 3 G20,41460,2020,78080,Diesel,automatic,grismetal,3,Professional,,,140.0,,
42,MG,      ZS,41400,2022,935,Electric,automatic,cosmobluemã©tallisã©e,0,Professional,yes,440.0,115.0,,
60,BMW,     X5 F15,41320,2017,89017,Diesel,automatic,gris,12,Professional,,,,,
